Prupe.I003300.1.p	Pav_sc0006468.1_g010.1.br
Prupe.4G142000.1.p	Pav_sc0000095.1_g220.1.br
Prupe.4G270300.1.p	Pav_sc0003853.1_g090.1.mk
Prupe.4G192500.1.p	Pav_sc0000124.1_g160.1.mk
Prupe.4G004300.1.p	Pav_sc0001529.1_g060.1.mk
Prupe.4G242200.1.p	Pav_sc0000052.1_g920.1.mk
Prupe.4G270400.1.p	Pav_sc0000553.1_g460.1.mk
Prupe.4G191300.1.p	Pav_sc0001846.1_g030.1.mk
Prupe.4G147400.1.p	Pav_sc0000095.1_g790.1.mk
Prupe.4G159500.1.p	Pav_co4047547.1_g010.1.br
Prupe.4G029500.1.p	Pav_sc0001545.1_g100.1.mk
Prupe.4G174000.1.p	Pav_sc0003492.1_g200.1.mk
Prupe.4G251500.1.p	Pav_sc0000465.1_g1360.1.mk
Prupe.4G124700.2.p	Pav_sc0007253.1_g100.1.mk
Prupe.4G176000.1.p	Pav_sc0000975.1_g060.1.mk
Prupe.4G082500.1.p	Pav_sc0003135.1_g450.1.mk
Prupe.4G050900.1.p	Pav_sc0001305.1_g970.1.mk
Prupe.4G061900.1.p	Pav_sc0000037.1_g450.1.mk
Prupe.4G188900.1.p	Pav_sc0002607.1_g050.1.mk
Prupe.4G096300.1.p	Pav_sc0000729.1_g250.1.br
Prupe.4G155300.1.p	Pav_sc0000095.1_g1710.1.mk
Prupe.4G126500.2.p	Pav_sc0000736.1_g230.1.br
Prupe.4G185900.1.p	Pav_sc0002828.1_g060.1.mk
Prupe.4G189800.1.p	Pav_sc0002607.1_g140.1.mk
Prupe.4G055600.1.p	Pav_sc0001900.1_g300.1.mk
Prupe.4G154100.2.p	Pav_sc0000095.1_g1620.1.mk
Prupe.4G186100.2.p	Pav_sc0002828.1_g040.1.mk
Prupe.4G278300.1.p	Pav_sc0000873.1_g340.1.mk
Prupe.4G177000.1.p	Pav_sc0000975.1_g190.1.mk
Prupe.4G201000.3.p	Pav_sc0000398.1_g230.1.mk
Prupe.4G270500.1.p	Pav_sc0000553.1_g400.1.mk
Prupe.4G224000.1.p	Pav_sc0001293.1_g120.1.mk
Prupe.4G000100.3.p	Pav_sc0001529.1_g420.1.mk
Prupe.4G102600.1.p	Pav_sc0001110.1_g210.1.mk
Prupe.4G204700.1.p	Pav_sc0003138.1_g250.1.mk
Prupe.4G217800.2.p	Pav_sc0000216.1_g620.1.mk
Prupe.4G123100.1.p	Pav_sc0000757.1_g010.1.br
Prupe.4G062800.1.p	Pav_sc0000037.1_g540.1.mk
Prupe.4G202200.1.p	Pav_sc0000398.1_g050.1.mk
Prupe.4G067900.1.p	Pav_sc0000506.1_g200.1.mk
Prupe.4G210400.1.p	Pav_sc0000616.1_g200.1.mk
Prupe.4G124900.1.p	Pav_sc0007253.1_g120.1.mk
Prupe.4G171900.1.p	Pav_sc0003492.1_g430.1.mk
Prupe.4G269600.1.p	Pav_sc0001288.1_g030.1.mk
Prupe.4G018300.1.p	Pav_sc0000910.1_g100.1.mk
Prupe.4G213200.1.p	Pav_sc0010327.1_g020.1.mk
Prupe.4G207800.2.p	Pav_sc0000089.1_g120.1.mk
Prupe.4G057400.1.p	Pav_sc0000037.1_g040.1.mk
Prupe.4G173000.1.p	Pav_sc0003492.1_g320.1.mk
Prupe.4G113100.3.p	Pav_sc0001953.1_g050.1.mk
Prupe.4G240600.1.p	Pav_sc0002974.1_g040.1.mk
Prupe.4G040400.2.p	Pav_sc0002009.1_g260.1.mk
Prupe.4G033100.1.p	Pav_co3995145.1_g010.1.br
Prupe.4G035200.2.p	Pav_sc0000598.1_g340.1.mk
Prupe.4G092800.2.p	Pav_sc0009012.1_g040.1.mk
Prupe.4G190000.3.p	Pav_sc0002607.1_g160.1.mk
Prupe.4G089600.1.p	Pav_sc0000481.1_g130.1.mk
Prupe.4G162700.1.p	Pav_sc0000584.1_g020.1.br
Prupe.4G077000.1.p	Pav_sc0003135.1_g1050.1.mk
Prupe.4G118500.3.p	Pav_sc0001465.1_g080.1.mk
Prupe.4G032200.1.p	Pav_sc0000333.1_g050.1.mk
Prupe.4G078300.1.p	Pav_sc0003135.1_g900.1.mk
Prupe.4G137100.1.p	Pav_sc0001583.1_g320.1.mk
Prupe.4G246300.1.p	Pav_sc0000465.1_g100.1.mk
Prupe.4G021700.1.p	Pav_sc0000910.1_g440.1.mk
Prupe.4G228400.1.p	Pav_sc0000034.1_g040.1.mk
Prupe.4G014000.1.p	Pav_sc0001084.1_g080.1.mk
Prupe.4G035000.4.p	Pav_sc0000598.1_g320.1.mk
Prupe.4G064800.1.p	Pav_sc0000506.1_g500.1.mk
Prupe.4G224900.1.p	Pav_sc0001293.1_g270.1.mk
Prupe.4G246200.1.p	Pav_sc0000354.1_g130.1.mk
Prupe.4G233800.1.p	Pav_sc0000667.1_g400.1.br
Prupe.4G208600.3.p	Pav_sc0000616.1_g010.1.mk
Prupe.4G081400.1.p	Pav_sc0003135.1_g540.1.mk
Prupe.4G011200.1.p	Pav_sc0004188.1_g070.1.br
Prupe.4G189300.1.p	Pav_sc0002607.1_g090.1.mk
Prupe.4G042100.1.p	Pav_sc0002009.1_g080.1.mk
Prupe.4G160400.1.p	Pav_sc0000624.1_g2330.1.mk
Prupe.4G219000.3.p	Pav_sc0000326.1_g220.1.mk
Prupe.4G032400.1.p	Pav_sc0002684.1_g050.1.br
Prupe.4G269200.1.p	Pav_sc0000492.1_g520.1.mk
Prupe.4G108300.3.p	Pav_sc0000823.1_g580.1.mk
Prupe.4G181900.1.p	Pav_sc0002828.1_g570.1.mk
Prupe.4G208100.1.p	Pav_sc0000089.1_g080.1.mk
Prupe.4G112300.1.p	Pav_sc0000086.1_g100.1.mk
Prupe.4G203700.2.p	Pav_sc0003138.1_g090.1.mk
Prupe.4G263400.1.p	Pav_sc0000024.1_g160.1.mk
Prupe.4G199200.2.p	Pav_sc0002607.1_g240.1.br
Prupe.4G154700.1.p	Pav_sc0000095.1_g1680.1.mk
Prupe.4G180700.2.p	Pav_sc0002828.1_g670.1.mk
Prupe.4G179400.4.p	Pav_sc0005984.1_g020.1.mk
Prupe.4G127000.1.p	Pav_sc0000736.1_g130.1.mk
Prupe.4G280700.1.p	Pav_sc0001825.1_g020.1.mk
Prupe.4G044700.1.p	Pav_sc0001305.1_g390.1.mk
Prupe.4G095000.1.p	Pav_sc0000729.1_g380.1.br
Prupe.4G195000.1.p	Pav_co4086517.1_g010.1.br
Prupe.4G188200.1.p	Pav_sc0000029.1_g200.1.mk
Prupe.4G248900.1.p	Pav_sc0000465.1_g950.1.mk
Prupe.4G247400.1.p	Pav_sc0005201.1_g010.1.br
Prupe.4G054500.2.p	Pav_sc0001900.1_g210.1.mk
Prupe.4G110300.1.p	Pav_sc0000086.1_g270.1.mk
Prupe.4G158600.3.p	Pav_sc0000584.1_g680.1.mk
Prupe.4G216900.1.p	Pav_sc0000326.1_g570.1.mk
Prupe.4G054700.1.p	Pav_sc0001900.1_g230.1.mk
Prupe.4G033400.1.p	Pav_sc0000598.1_g130.1.mk
Prupe.4G240900.1.p	Pav_sc0006634.1_g010.1.br
Prupe.4G277300.1.p	Pav_sc0001786.1_g170.1.mk
Prupe.4G060000.1.p	Pav_sc0000037.1_g250.1.mk
Prupe.4G054800.1.p	Pav_sc0001900.1_g240.1.mk
Prupe.4G161400.1.p	Pav_sc0000584.1_g300.1.mk
Prupe.4G131700.2.p	Pav_sc0003043.1_g090.1.mk
Prupe.4G107800.6.p	Pav_sc0000823.1_g510.1.mk
Prupe.4G096600.1.p	Pav_sc0000729.1_g200.1.br
Prupe.4G125000.1.p	Pav_sc0007253.1_g130.1.mk
Prupe.4G004500.1.p	Pav_sc0001529.1_g040.1.mk
Prupe.4G099900.2.p	Pav_sc0001112.1_g040.1.mk
Prupe.4G024600.1.p	Pav_sc0000910.1_g700.1.mk
Prupe.4G157100.3.p	Pav_sc0008102.1_g010.1.br
Prupe.4G134300.2.p	Pav_sc0000672.1_g050.1.mk
Prupe.4G122300.1.p	Pav_sc0001003.1_g030.1.br
Prupe.4G132700.1.p	Pav_sc0006892.1_g040.1.mk
Prupe.4G239800.2.p	Pav_sc0002974.1_g110.1.mk
Prupe.4G017500.1.p	Pav_sc0000910.1_g040.1.mk
Prupe.4G070300.1.p	Pav_sc0004421.1_g020.1.mk
Prupe.4G135800.1.p	Pav_sc0001583.1_g130.1.mk
Prupe.4G133400.1.p	Pav_sc0000672.1_g170.1.br
Prupe.4G168200.1.p	Pav_sc0000905.1_g050.1.mk
Prupe.4G040300.1.p	Pav_sc0002009.1_g270.1.mk
Prupe.4G007100.1.p	Pav_sc0002233.1_g300.1.mk
Prupe.4G270100.1.p	Pav_sc0002100.1_g110.1.mk
Prupe.4G152100.1.p	Pav_sc0000095.1_g1390.1.mk
Prupe.4G045000.1.p	Pav_sc0001305.1_g120.1.br
Prupe.4G075500.2.p	Pav_sc0001289.1_g510.1.mk
Prupe.4G129500.1.p	Pav_sc0000497.1_g180.1.mk
Prupe.4G183100.1.p	Pav_sc0002828.1_g430.1.mk
Prupe.4G106100.2.p	Pav_sc0000823.1_g230.1.mk
Prupe.4G230000.3.p	Pav_sc0000622.1_g830.1.mk
Prupe.4G094800.1.p	Pav_sc0000729.1_g420.1.br
Prupe.4G030800.1.p	Pav_sc0000333.1_g200.1.mk
Prupe.4G143300.1.p	Pav_sc0000095.1_g420.1.mk
Prupe.4G100900.2.p	Pav_sc0001110.1_g370.1.mk
Prupe.4G189100.1.p	Pav_sc0002607.1_g070.1.mk
Prupe.4G229900.1.p	Pav_sc0000622.1_g860.1.mk
Prupe.4G108000.1.p	Pav_sc0000823.1_g530.1.mk
Prupe.4G092400.1.p	Pav_sc0003202.1_g150.1.br
Prupe.4G015100.1.p	Pav_sc0000824.1_g160.1.mk
Prupe.4G097100.1.p	Pav_sc0000729.1_g100.1.br
Prupe.4G164600.1.p	Pav_sc0000617.1_g440.1.mk
Prupe.4G025000.1.p	Pav_sc0000910.1_g730.1.mk
Prupe.4G086400.1.p	Pav_sc0003135.1_g040.1.mk
Prupe.4G051500.1.p	Pav_sc0009308.1_g010.1.mk
Prupe.4G018200.1.p	Pav_sc0000910.1_g090.1.mk
Prupe.4G107100.1.p	Pav_sc0000823.1_g430.1.mk
Prupe.4G282700.1.p	Pav_sc0001709.1_g130.1.mk
Prupe.4G140400.1.p	Pav_sc0000791.1_g180.1.mk
Prupe.4G144200.2.p	Pav_sc0000095.1_g500.1.mk
Prupe.4G085700.1.p	Pav_sc0003135.1_g120.1.mk
Prupe.4G094700.1.p	Pav_sc0000729.1_g430.1.mk
Prupe.4G266800.1.p	Pav_sc0000624.1_g2370.1.mk
Prupe.4G201600.1.p	Pav_sc0000398.1_g170.1.mk
Prupe.4G192700.2.p	Pav_sc0000124.1_g140.1.mk
Prupe.4G070100.1.p	Pav_sc0004421.1_g050.1.mk
Prupe.4G156300.1.p	Pav_sc0000352.1_g090.1.mk
Prupe.4G069700.2.p	Pav_sc0004894.1_g020.1.mk
Prupe.4G090200.1.p	Pav_sc0000481.1_g070.1.mk
Prupe.4G239700.1.p	Pav_sc0002974.1_g120.1.mk
Prupe.4G014100.1.p	Pav_sc0001084.1_g040.1.br
Prupe.4G154400.1.p	Pav_sc0000095.1_g1650.1.mk
Prupe.4G157400.3.p	Pav_sc0003958.1_g050.1.br
Prupe.4G009500.1.p	Pav_sc0002233.1_g100.1.mk
Prupe.4G002700.1.p	Pav_sc0001529.1_g220.1.mk
Prupe.4G139700.2.p	Pav_sc0000791.1_g110.1.mk
Prupe.4G148900.2.p	Pav_sc0000095.1_g990.1.mk
Prupe.4G185800.1.p	Pav_sc0002828.1_g070.1.mk
Prupe.4G102400.1.p	Pav_sc0001110.1_g230.1.mk
Prupe.4G061000.2.p	Pav_sc0000037.1_g370.1.mk
Prupe.4G050600.1.p	Pav_sc0001305.1_g930.1.mk
Prupe.4G138700.4.p	Pav_sc0001583.1_g480.1.mk
Prupe.4G123300.1.p	Pav_sc0000419.1_g070.1.mk
Prupe.4G186200.1.p	Pav_sc0002828.1_g030.1.mk
Prupe.4G092500.1.p	Pav_sc0000729.1_g190.1.br
Prupe.4G197200.1.p	Pav_sc0000269.1_g470.1.mk
Prupe.4G116400.1.p	Pav_sc0004835.1_g040.1.mk
Prupe.4G206200.1.p	Pav_sc0000218.1_g140.1.mk
Prupe.4G185500.1.p	Pav_sc0002828.1_g100.1.mk
Prupe.4G249500.1.p	Pav_sc0000465.1_g1040.1.mk
Prupe.4G008400.1.p	Pav_sc0002233.1_g200.1.mk
Prupe.4G271300.1.p	Pav_sc0000787.1_g230.1.mk
Prupe.4G255400.1.p	Pav_sc0000376.1_g440.1.mk
Prupe.4G258300.1.p	Pav_sc0000830.1_g410.1.mk
Prupe.4G044200.1.p	Pav_sc0001305.1_g340.1.mk
Prupe.4G185200.1.p	Pav_sc0002828.1_g130.1.mk
Prupe.4G001900.1.p	Pav_sc0001529.1_g290.1.mk
Prupe.4G000700.4.p	Pav_sc0001529.1_g380.1.mk
Prupe.4G025300.1.p	Pav_sc0000910.1_g760.1.mk
Prupe.4G192800.1.p	Pav_sc0000124.1_g130.1.mk
Prupe.4G031100.2.p	Pav_sc0000333.1_g170.1.mk
Prupe.4G267400.2.p	Pav_co4032595.1_g010.1.br
Prupe.4G090600.1.p	Pav_sc0000481.1_g040.1.mk
Prupe.4G155500.1.p	Pav_sc0000095.1_g1730.1.mk
Prupe.4G022900.1.p	Pav_sc0000910.1_g520.1.mk
Prupe.4G076100.1.p	Pav_sc0001289.1_g550.1.mk
Prupe.4G127900.1.p	Pav_sc0000736.1_g020.1.mk
Prupe.4G119400.1.p	Pav_sc0001003.1_g350.1.mk
Prupe.4G267600.1.p	Pav_sc0008580.1_g010.1.mk
Prupe.4G020100.3.p	Pav_sc0000910.1_g300.1.mk
Prupe.4G269300.1.p	Pav_sc0000492.1_g300.1.mk
Prupe.4G216200.1.p	Pav_sc0000872.1_g100.1.mk
Prupe.4G265500.1.p	Pav_sc0000543.1_g230.1.mk
Prupe.4G161300.1.p	Pav_sc0000584.1_g310.1.mk
Prupe.4G256800.1.p	Pav_sc0002553.1_g110.1.mk
Prupe.4G257000.4.p	Pav_sc0002553.1_g060.1.mk
Prupe.4G054900.1.p	Pav_sc0001900.1_g250.1.mk
Prupe.4G213500.1.p	Pav_sc0000296.1_g040.1.mk
Prupe.4G072900.2.p	Pav_sc0001289.1_g280.1.mk
Prupe.4G140100.1.p	Pav_sc0000791.1_g140.1.mk
Prupe.4G086100.1.p	Pav_sc0003135.1_g080.1.mk
Prupe.4G114200.2.p	Pav_co4047541.1_g010.1.mk
Prupe.4G017300.1.p	Pav_sc0003084.1_g020.1.br
Prupe.4G268500.2.p	Pav_sc0001090.1_g210.1.br
Prupe.4G057300.1.p	Pav_sc0000037.1_g030.1.mk
Prupe.4G177900.1.p	Pav_sc0005070.1_g020.1.mk
Prupe.4G098800.1.p	Pav_sc0001112.1_g180.1.br
Prupe.4G047400.2.p	Pav_sc0001305.1_g610.1.mk
Prupe.4G024700.1.p	Pav_sc0000910.1_g710.1.mk
Prupe.4G050500.1.p	Pav_sc0001305.1_g920.1.mk
Prupe.4G131400.1.p	Pav_sc0003043.1_g040.1.mk
Prupe.4G048700.1.p	Pav_sc0001305.1_g730.1.mk
Prupe.4G047200.1.p	Pav_sc0001305.1_g600.1.mk
Prupe.4G117900.1.p	Pav_sc0001465.1_g140.1.mk
Prupe.4G285900.1.p	Pav_sc0000546.1_g220.1.mk
Prupe.4G287700.1.p	Pav_sc0002682.1_g050.1.mk
Prupe.4G194100.1.p	Pav_sc0006050.1_g030.1.mk
Prupe.4G232100.2.p	Pav_sc0000053.1_g010.1.mk
Prupe.4G117400.1.p	Pav_sc0004151.1_g030.1.mk
Prupe.4G025200.1.p	Pav_sc0000910.1_g750.1.mk
Prupe.4G245800.1.p	Pav_sc0000052.1_g350.1.mk
Prupe.4G065900.1.p	Pav_sc0000506.1_g440.1.mk
Prupe.4G172200.1.p	Pav_sc0003492.1_g400.1.mk
Prupe.4G152400.1.p	Pav_sc0000095.1_g1410.1.mk
Prupe.4G017800.1.p	Pav_sc0000910.1_g070.1.mk
Prupe.4G080600.1.p	Pav_sc0003135.1_g620.1.mk
Prupe.4G228000.1.p	Pav_sc0000034.1_g080.1.mk
Prupe.4G080700.1.p	Pav_sc0003135.1_g610.1.mk
Prupe.4G018000.1.p	Pav_sc0000910.1_g080.1.mk
Prupe.4G048800.1.p	Pav_sc0001305.1_g740.1.mk
Prupe.4G138300.1.p	Pav_sc0001583.1_g430.1.mk
Prupe.4G101600.1.p	Pav_sc0001110.1_g290.1.mk
Prupe.4G026400.1.p	Pav_sc0000910.1_g860.1.mk
Prupe.4G050800.3.p	Pav_sc0001305.1_g950.1.mk
Prupe.4G003100.4.p	Pav_sc0001529.1_g180.1.mk
Prupe.4G250700.1.p	Pav_sc0000465.1_g1320.1.mk
Prupe.4G053700.1.p	Pav_sc0001900.1_g140.1.mk
Prupe.4G266400.1.p	Pav_sc0003182.1_g120.1.mk
Prupe.4G167700.3.p	Pav_sc0001163.1_g130.1.mk
Prupe.4G134700.1.p	Pav_sc0000672.1_g030.1.mk
Prupe.4G269500.6.p	Pav_sc0000492.1_g220.1.mk
Prupe.4G085400.2.p	Pav_sc0003135.1_g160.1.mk
Prupe.4G120100.1.p	Pav_sc0001003.1_g260.1.mk
Prupe.4G170300.1.p	Pav_sc0002636.1_g030.1.mk
Prupe.4G170300.2.p	Pav_sc0002264.1_g180.1.mk
Prupe.4G218500.1.p	Pav_sc0000326.1_g320.1.br
Prupe.4G088800.1.p	Pav_sc0000481.1_g200.1.mk
Prupe.4G125800.1.p	Pav_sc0000736.1_g380.1.mk
Prupe.4G124000.6.p	Pav_sc0007253.1_g030.1.mk
Prupe.4G124000.3.p	Pav_sc0001239.1_g120.1.mk
Prupe.4G121500.1.p	Pav_sc0001003.1_g100.1.mk
Prupe.4G157500.1.p	Pav_sc0000984.1_g040.1.mk
Prupe.4G052500.1.p	Pav_sc0001900.1_g050.1.mk
Prupe.4G259400.1.p	Pav_sc0001302.1_g050.1.mk
Prupe.4G049300.1.p	Pav_sc0001305.1_g790.1.mk
Prupe.4G063800.1.p	Pav_sc0006298.1_g020.1.mk
Prupe.4G277600.1.p	Pav_sc0001786.1_g230.1.mk
Prupe.4G048500.2.p	Pav_sc0001305.1_g720.1.mk
Prupe.4G099800.1.p	Pav_sc0001112.1_g050.1.mk
Prupe.4G135700.1.p	Pav_sc0001583.1_g120.1.mk
Prupe.4G260600.1.p	Pav_sc0002776.1_g390.1.mk
Prupe.4G086700.1.p	Pav_sc0003135.1_g020.1.mk
Prupe.4G195100.1.p	Pav_sc0000269.1_g300.1.mk
Prupe.4G047600.1.p	Pav_sc0001305.1_g630.1.mk
Prupe.4G044500.1.p	Pav_sc0001305.1_g370.1.mk
Prupe.4G170800.1.p	Pav_sc0002264.1_g220.1.mk
Prupe.4G231200.1.p	Pav_sc0000622.1_g580.1.mk
Prupe.4G143800.2.p	Pav_sc0000095.1_g460.1.mk
Prupe.4G275800.2.p	Pav_sc0000031.1_g370.1.mk
Prupe.4G069300.1.p	Pav_sc0007790.1_g010.1.br
Prupe.4G244000.1.p	Pav_sc0000292.1_g030.1.br
Prupe.4G044000.1.p	Pav_sc0001305.1_g320.1.mk
Prupe.4G174900.1.p	Pav_sc0005093.1_g040.1.mk
Prupe.4G057600.1.p	Pav_sc0000037.1_g060.1.mk
Prupe.4G256400.1.p	Pav_co4041533.1_g010.1.mk
Prupe.4G208200.1.p	Pav_sc0000089.1_g070.1.mk
Prupe.4G025400.1.p	Pav_sc0001031.1_g050.1.mk
Prupe.4G133700.4.p	Pav_sc0000672.1_g140.1.mk
Prupe.4G206100.3.p	Pav_sc0000218.1_g160.1.mk
Prupe.4G131800.1.p	Pav_sc0003043.1_g100.1.mk
Prupe.4G148600.1.p	Pav_sc0000095.1_g960.1.mk
Prupe.4G087100.1.p	Pav_sc0000481.1_g360.1.mk
Prupe.4G081200.1.p	Pav_sc0003135.1_g550.1.mk
Prupe.4G043500.1.p	Pav_sc0001305.1_g230.1.mk
Prupe.4G215700.1.p	Pav_sc0000872.1_g180.1.mk
Prupe.4G229100.1.p	Pav_sc0000274.1_g380.1.mk
Prupe.4G121300.2.p	Pav_sc0001003.1_g120.1.mk
Prupe.4G134100.1.p	Pav_sc0000672.1_g070.1.mk
Prupe.4G274100.1.p	Pav_sc0000453.1_g040.1.mk
Prupe.4G113700.1.p	Pav_sc0001342.1_g250.1.mk
Prupe.4G214000.1.p	Pav_sc0000296.1_g110.1.mk
Prupe.4G174500.1.p	Pav_sc0000736.1_g160.1.br
Prupe.4G132800.1.p	Pav_sc0006892.1_g030.1.mk
Prupe.4G047000.1.p	Pav_sc0001305.1_g580.1.mk
Prupe.4G113400.1.p	Pav_sc0001953.1_g080.1.mk
Prupe.4G099100.1.p	Pav_sc0001112.1_g150.1.br
Prupe.4G146600.1.p	Pav_sc0000095.1_g720.1.br
Prupe.4G069000.1.p	Pav_sc0000506.1_g090.1.mk
Prupe.4G129800.1.p	Pav_sc0000497.1_g200.1.mk
Prupe.4G137500.1.p	Pav_sc0001583.1_g360.1.mk
Prupe.4G093000.1.p	Pav_sc0000600.1_g580.1.br
Prupe.4G241400.3.p	Pav_sc0002270.1_g060.1.mk
Prupe.4G195900.1.p	Pav_sc0000269.1_g320.1.mk
Prupe.4G259000.6.p	Pav_sc0000101.1_g040.1.mk
Prupe.4G007400.1.p	Pav_sc0002233.1_g270.1.mk
Prupe.4G074100.1.p	Pav_sc0001289.1_g400.1.mk
Prupe.4G259800.1.p	Pav_sc0000760.1_g120.1.mk
Prupe.4G255100.1.p	Pav_sc0000376.1_g540.1.mk
Prupe.4G006700.1.p	Pav_sc0002233.1_g340.1.mk
Prupe.4G089300.1.p	Pav_sc0000481.1_g150.1.mk
Prupe.4G222200.1.p	Pav_sc0000241.1_g210.1.mk
Prupe.4G044900.6.p	Pav_sc0001305.1_g410.1.mk
Prupe.4G012600.1.p	Pav_sc0001084.1_g220.1.mk
Prupe.4G008100.1.p	Pav_sc0002233.1_g230.1.mk
Prupe.4G165800.1.p	Pav_sc0000617.1_g130.1.mk
Prupe.4G273000.1.p	Pav_sc0000216.1_g540.1.mk
Prupe.4G158400.1.p	Pav_sc0000584.1_g690.1.mk
Prupe.4G268000.1.p	Pav_sc0001270.1_g270.1.mk
Prupe.4G041400.1.p	Pav_sc0002009.1_g170.1.mk
Prupe.4G079000.1.p	Pav_sc0003135.1_g830.1.mk
Prupe.4G197000.1.p	Pav_sc0000269.1_g440.1.mk
Prupe.4G070900.1.p	Pav_sc0001289.1_g030.1.mk
Prupe.4G242700.1.p	Pav_sc0000052.1_g850.1.br
Prupe.4G186300.1.p	Pav_sc0002828.1_g020.1.mk
Prupe.4G130800.1.p	Pav_sc0000497.1_g250.1.mk
Prupe.4G085300.1.p	Pav_sc0003135.1_g170.1.br
Prupe.4G146300.1.p	Pav_sc0001932.1_g020.1.br
Prupe.4G083300.1.p	Pav_sc0003135.1_g390.1.mk
Prupe.4G039300.1.p	Pav_sc0002009.1_g350.1.mk
Prupe.4G248800.4.p	Pav_sc0000465.1_g940.1.mk
Prupe.4G005100.1.p	Pav_sc0002233.1_g550.1.br
Prupe.4G260400.2.p	Pav_sc0002776.1_g460.1.mk
Prupe.4G025700.1.p	Pav_sc0000910.1_g800.1.mk
Prupe.4G076500.1.p	Pav_sc0001289.1_g580.1.mk
Prupe.4G191800.1.p	Pav_sc0001846.1_g080.1.br
Prupe.4G215000.1.p	Pav_sc0001770.1_g120.1.mk
Prupe.4G006100.1.p	Pav_sc0002233.1_g400.1.mk
Prupe.4G224400.1.p	Pav_sc0001293.1_g210.1.mk
Prupe.4G080300.1.p	Pav_sc0003135.1_g650.1.mk
Prupe.4G229400.1.p	Pav_sc0003193.1_g250.1.mk
Prupe.4G288600.4.p	Pav_sc0001270.1_g070.1.mk
Prupe.4G089800.1.p	Pav_sc0000481.1_g120.1.mk
Prupe.4G136300.1.p	Pav_sc0001583.1_g210.1.mk
Prupe.4G013400.1.p	Pav_sc0001084.1_g150.1.mk
Prupe.4G201800.1.p	Pav_sc0000398.1_g090.1.mk
Prupe.4G120400.1.p	Pav_sc0001003.1_g200.1.mk
Prupe.4G116600.1.p	Pav_sc0000020.1_g060.1.mk
Prupe.4G035900.2.p	Pav_sc0000598.1_g410.1.mk
Prupe.4G009100.1.p	Pav_sc0002233.1_g130.1.mk
Prupe.4G045900.1.p	Pav_sc0001305.1_g500.1.mk
Prupe.4G022700.7.p	Pav_sc0000910.1_g500.1.mk
Prupe.4G184300.2.p	Pav_sc0002828.1_g320.1.mk
Prupe.4G266300.1.p	Pav_sc0003182.1_g110.1.mk
Prupe.4G215400.1.p	Pav_sc0001770.1_g090.1.mk
Prupe.4G250100.1.p	Pav_sc0000465.1_g1110.1.mk
Prupe.4G257100.1.p	Pav_sc0002553.1_g030.1.mk
Prupe.4G051000.1.p	Pav_sc0001305.1_g960.1.mk
Prupe.4G253800.1.p	Pav_sc0000376.1_g780.1.mk
Prupe.4G161500.1.p	Pav_sc0000584.1_g260.1.mk
Prupe.4G054600.1.p	Pav_sc0001900.1_g220.1.br
Prupe.4G175100.1.p	Pav_sc0000975.1_g010.1.mk
Prupe.4G072200.1.p	Pav_sc0001289.1_g130.1.mk
Prupe.4G152800.1.p	Pav_sc0000095.1_g1510.1.br
Prupe.4G149200.2.p	Pav_sc0000095.1_g1030.1.mk
Prupe.4G227300.1.p	Pav_sc0000034.1_g180.1.mk
Prupe.4G006900.1.p	Pav_sc0002233.1_g320.1.mk
Prupe.4G040100.1.p	Pav_sc0002009.1_g280.1.mk
Prupe.4G200300.2.p	Pav_sc0000398.1_g380.1.mk
Prupe.4G196000.1.p	Pav_sc0000269.1_g330.1.mk
Prupe.4G012100.1.p	Pav_sc0001084.1_g270.1.mk
Prupe.4G007500.1.p	Pav_sc0002233.1_g260.1.mk
Prupe.4G137400.1.p	Pav_sc0001583.1_g350.1.mk
Prupe.4G108700.1.p	Pav_sc0000823.1_g620.1.mk
Prupe.4G102200.1.p	Pav_sc0001110.1_g250.1.mk
Prupe.4G208700.1.p	Pav_sc0000616.1_g020.1.mk
Prupe.4G087700.1.p	Pav_sc0000153.1_g020.1.mk
Prupe.4G074800.8.p	Pav_sc0001289.1_g450.1.mk
Prupe.4G211100.1.p	Pav_sc0000616.1_g270.1.mk
Prupe.4G246600.1.p	Pav_sc0000465.1_g170.1.br
Prupe.4G011600.1.p	Pav_sc0001084.1_g320.1.mk
Prupe.4G181500.1.p	Pav_sc0002828.1_g610.1.mk
Prupe.4G108800.1.p	Pav_sc0000823.1_g630.1.mk
Prupe.4G039100.1.p	Pav_sc0002009.1_g380.1.mk
Prupe.4G249700.1.p	Pav_sc0000465.1_g1060.1.mk
Prupe.4G283200.1.p	Pav_sc0001709.1_g090.1.br
Prupe.4G070500.3.p	Pav_sc0001289.1_g020.1.mk
Prupe.4G140300.1.p	Pav_sc0000791.1_g160.1.mk
Prupe.4G002100.1.p	Pav_sc0001529.1_g270.1.mk
Prupe.4G111600.1.p	Pav_sc0000086.1_g170.1.mk
Prupe.4G201200.2.p	Pav_sc0000398.1_g210.1.mk
Prupe.4G234900.1.p	Pav_sc0000622.1_g090.1.mk
Prupe.4G158800.1.p	Pav_sc0000584.1_g510.1.mk
Prupe.4G101700.9.p	Pav_sc0001110.1_g280.1.mk
Prupe.4G090700.4.p	Pav_sc0000481.1_g030.1.mk
Prupe.4G263600.1.p	Pav_sc0000024.1_g110.1.mk
Prupe.4G125300.2.p	Pav_sc0000736.1_g550.1.mk
